term_str,term_id,n,num,pos_max,stop,p_stem,term_code,p,s,i,h,wlen,term_rank,zipf_k,zipf_y,df,idf,tfidf_sum_text_max,tfidf_sum_secs_max,tfidf_sum_paras_max
late,4217,4,0,JJ,0,late,late/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2477,9908,3.6849172385950753,4,9.470150435274359,0.009363657015330807,0.1326005321822328,4.957138629719731
played,5481,4,0,VBD,0,play,played/VBD,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2478,9912,3.6834301856335756,3,9.885187934553203,0.011517540090541307,0.09844511732029607,4.487561506797169
playing,5482,4,0,VBG,0,play,playing/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2479,9916,3.681944332392094,4,9.470150435274359,0.011355592318116258,0.17753677473292157,4.81508416908727
blue,949,4,0,JJ,0,blue,blue/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2480,9920,3.680459677419355,4,9.470150435274359,0.008634571142431754,0.19955655889757234,4.781423837492359
roots,6373,4,0,NNS,0,root,roots/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2481,9924,3.678976219266425,3,9.885187934553203,0.007721561904004847,0.09258632885068532,3.2165595849737385
laughing,4227,4,0,NN,0,laugh,laughing/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2482,9928,3.6774939564867046,4,9.470150435274359,0.0063748361950691675,0.08212965045215703,15.625748218202693
trouble,7566,4,0,NN,0,troubl,trouble/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2483,9932,3.676012887635925,4,9.470150435274359,0.008256565667397239,0.14665116215057072,10.890673000565513
blockade,941,4,0,NN,0,blockad,blockade/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2484,9936,3.674533011272142,3,9.885187934553203,0.010353682312552074,0.11809833701151841,6.0838107857372155
compa,1547,4,0,NN,0,compa,compa/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2485,9940,3.673054325955735,4,9.470150435274359,0.008978744907170585,0.1224458744595864,7.365672560768946
deceive,1986,4,0,VB,0,deceiv,deceive/VB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2486,9944,3.671576830249397,4,9.470150435274359,0.011694756671069406,0.2337007613790568,5.242404705241163
trotskyists,7565,4,0,NNP,0,trotskyist,trotskyists/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,11,2487,9948,3.6701005227181347,3,9.885187934553203,0.010353682312552074,0.033188218795207725,7.825773781521285
ten,7276,4,0,CD,0,ten,ten/CD,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,3,2488,9952,3.668625401929261,4,9.470150435274359,0.010898468096964134,0.147820295666155,15.625748218202693
partner,5291,4,0,NN,0,partner,partner/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2489,9956,3.667151466452391,4,9.470150435274359,0.009022988144148248,0.23680371285306454,6.5794997547929945
plot,5491,4,0,NN,0,plot,plot/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2490,9960,3.665678714859438,3,9.885187934553203,0.011814646236061647,0.11406293104613198,3.854800850546922
charity,1303,4,0,NN,0,chariti,charity/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2491,9964,3.664207145724609,4,9.470150435274359,0.010353604494742426,0.1672248043858451,6.7504522143913555
bombing,968,4,0,NN,0,bomb,bombing/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2492,9968,3.6627367576243985,4,9.470150435274359,0.0096549269705862,0.1707247544873291,17.361942464669657
danger,1943,4,0,NN,0,danger,danger/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2493,9972,3.6612675491375857,3,9.885187934553203,0.009330828557482466,0.07396826290750674,4.220214848982329
retreat,6271,4,0,NN,0,retreat,retreat/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2494,9976,3.659799518845229,4,9.470150435274359,0.009809704213985483,0.24572449730051082,5.997761942340428
indiscriminate,3830,4,0,JJ,0,indiscrimin,indiscriminate/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,14,2495,9980,3.658332665330662,4,9.470150435274359,0.015593715038454078,0.34577839511430225,12.751222757798708
mutual,4848,4,0,JJ,0,mutual,mutual/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2496,9984,3.6568669871794874,4,9.470150435274359,0.011741625116335894,0.3979542209324898,8.771163141242203
plant,5471,4,0,NN,0,plant,plant/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2497,9988,3.655402482979576,4,9.470150435274359,0.007339963268388946,0.10597202408359294,2.826696417801589
housewives,3625,4,0,NN,0,housew,housewives/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,10,2498,9992,3.6539391513210573,4,9.470150435274359,0.01183031405837422,0.2099340992173085,6.00903593095385
channel,1290,4,0,NN,0,channel,channel/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2499,9996,3.652476990796319,3,9.885187934553203,0.010377318643453988,0.30445695996461514,12.081896364453915
unity,7690,4,0,NN,0,uniti,unity/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2500,10000,3.6510160000000003,4,9.470150435274359,0.015682984403660036,0.571388436772732,10.969590920859467
publishing,5831,4,0,VBG,0,publish,publishing/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,10,2501,10004,3.649556177528989,4,9.470150435274359,0.013912106511378225,0.13851545609952745,2.0275121556204008
hostages,3613,4,0,NNS,0,hostag,hostages/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2502,10008,3.6480975219824145,2,10.470150435274359,0.012400670862252706,0.2370481656789361,7.561775314364814
laid,4195,4,0,VBN,0,laid,laid/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2503,10012,3.6466400319616463,4,9.470150435274359,0.008230426574981435,0.1643762695413749,11.048508841153419
terrorism,7299,4,0,NN,0,terror,terrorism/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2504,10016,3.645183706070288,4,9.470150435274359,0.009728921480670935,0.275278074881541,17.283024544375706
bothered,993,4,0,VBD,0,bother,bothered/VBD,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2505,10020,3.643728542914172,4,9.470150435274359,0.010762472518615613,0.23487066775510432,2.9601447026010206
horses,3608,4,0,NN,0,hors,horses/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2506,10024,3.642274541101357,4,9.470150435274359,0.010822910616852281,0.2027265053672114,5.240867343157515
terrible,7294,4,0,JJ,0,terribl,terrible/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2507,10028,3.6408216992421223,4,9.470150435274359,0.006274875986499831,0.17923491054973367,5.422788523055913
pentagon,5356,4,0,NNP,0,pentagon,pentagon/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2508,10032,3.6393700159489635,4,9.470150435274359,0.00811814216931153,0.05719628218762094,6.181903756359651
landless,4203,4,0,NN,0,landless,landless/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2509,10036,3.6379194898365887,4,9.470150435274359,0.01563436691513634,0.2802308389311016,6.173809610688476
proud,5801,4,0,JJ,0,proud,proud/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2510,10040,3.636470119521913,4,9.470150435274359,0.007515984437706881,0.20248472515769528,4.84029911136245
sends,6563,4,0,VBZ,0,send,sends/VBZ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2511,10044,3.6350219036240543,4,9.470150435274359,0.01147769409890148,0.21686195108113449,8.049627869983205
damage,1935,4,0,NN,0,damag,damage/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2512,10048,3.6335748407643313,3,9.885187934553203,0.008137862109223258,0.17163259356720428,3.497835730688056
oscar,5180,4,0,NNP,0,oscar,oscar/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2513,10052,3.6321289295662558,4,9.470150435274359,0.01142190357362717,0.09041886579608284,13.90082796034915
bigger,903,4,0,JJR,0,bigger,bigger/JJR,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2514,10056,3.6306841686555296,4,9.470150435274359,0.009363657015330807,0.1375972335818226,3.9579179091896033
healthy,3478,4,0,JJ,0,healthi,healthy/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2515,10060,3.62924055666004,4,9.470150435274359,0.010353604494742426,0.12789639886756446,7.282996644270519
punish,5840,4,0,VB,0,punish,punish/VB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2516,10064,3.6277980922098574,4,9.470150435274359,0.007749747917790019,0.14094064382344956,4.892911058225085
lesson,4297,4,0,NN,0,lesson,lesson/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2517,10068,3.626356773937227,3,9.885187934553203,0.009749889870822783,0.08102530484759328,5.641546649517737
heres,3511,4,0,VBZ,0,here,heres/VBZ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2518,10072,3.624916600476569,2,10.470150435274359,0.00847137730882144,0.043976603131843775,6.730810994104945
notes,4988,4,0,NNS,0,note,notes/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2519,10076,3.62347757046447,4,9.470150435274359,0.01121141862972293,0.14982615403996358,16.046643793103776
policies,5513,4,0,NNS,0,polici,policies/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2520,10080,3.622039682539683,3,9.885187934553203,0.015569869709972449,0.07718993269060757,3.706945475457451
battles,815,4,0,NNS,0,battl,battles/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2521,10084,3.620602935343118,4,9.470150435274359,0.007037075073040292,0.22791944560174388,4.043025762751745
henríquez,3505,4,0,NNP,0,henríquez,henríquez/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2522,10088,3.6191673275178435,4,9.470150435274359,0.009251263330839104,0.18367056934726023,19.992539807801425
hell,3499,4,0,NN,0,hell,hell/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2523,10092,3.617732857709077,4,9.470150435274359,0.0107802390606479,0.20672878855608098,17.046270783493846
deputies,2110,4,0,NN,0,deputi,deputies/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2524,10096,3.6162995245641842,4,9.470150435274359,0.006887281983328199,0.30424226036467145,4.193923764192931
setzer,6605,4,0,NNP,0,setzer,setzer/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2525,10100,3.6148673267326736,4,9.470150435274359,0.006891568174907181,0.1505422442625647,22.41268936348265
basis,804,4,0,NN,0,basi,basis/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2526,10104,3.613436262866192,4,9.470150435274359,0.008473155743359127,0.4296673228558569,6.313433623516239
interviewed,3984,4,0,VBN,0,interview,interviewed/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,11,2527,10108,3.6120063316185202,4,9.470150435274359,0.011545253573147504,0.1182437415020817,3.47828338894095
notice,4990,4,0,VBP,0,notic,notice/VBP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2528,10112,3.61057753164557,4,9.470150435274359,0.010947112111704314,0.25607510164626107,11.83768804409295
valleys,7786,4,0,NNS,0,valley,valleys/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2529,10116,3.609149861605378,4,9.470150435274359,0.008645521258559958,0.1708835335356747,4.513695077591805
designed,2130,4,0,VBN,0,design,designed/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2530,10120,3.607723320158103,4,9.470150435274359,0.016801031728080375,0.2537653765217442,7.744841419192766
parachutists,5262,4,0,NNS,0,parachutist,parachutists/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,12,2531,10124,3.606297905966022,2,10.470150435274359,0.029750726147063537,0.20059349889456435,3.911924338454156
hearing,3482,4,0,VBG,0,hear,hearing/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2532,10128,3.6048736176935234,4,9.470150435274359,0.009197347664539762,0.3750811966468686,7.591152333037383
desk,2135,4,0,NN,0,desk,desk/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2533,10132,3.6034504540071066,4,9.470150435274359,0.016339367675004986,0.41095127445464485,10.890673000565513
intimidation,3990,4,0,NN,0,intimid,intimidation/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,12,2534,10136,3.602028413575375,3,9.885187934553203,0.015593932390668794,0.31866687533053056,8.347492033622704
beautiful,830,4,0,JJ,0,beauti,beautiful/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2535,10140,3.600607495069034,4,9.470150435274359,0.01073301026534354,0.11829752613921787,2.4446897582033467
communist,1539,4,0,NNP,0,communist,communist/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2536,10144,3.599187697160884,4,9.470150435274359,0.009832477424281129,0.08306172451072952,6.431022537011069
task,7238,4,0,NN,0,task,task/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2537,10148,3.597769018525818,4,9.470150435274359,0.013184597172525854,0.3113609224913973,6.832037099733644
televisa,7265,4,0,NNP,0,televisa,televisa/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2538,10152,3.5963514578408198,4,9.470150435274359,0.007321438490633368,0.22958511674690085,7.305544621497362
legality,4271,4,0,NN,0,legal,legality/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2539,10156,3.594935013784955,4,9.470150435274359,0.008137862109223258,0.17649990900875961,6.227341346831928
pointed,5506,4,0,VBD,0,point,pointed/VBD,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2540,10160,3.5935196850393702,4,9.470150435274359,0.008016803045171102,0.08954405161392573,5.085821530054749
defensa,2032,4,0,NNP,0,defensa,defensa/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2541,10164,3.5921054702872888,4,9.470150435274359,0.008527010193184716,0.2525494340222676,4.638799983495582
legislative,4277,4,0,JJ,0,legisl,legislative/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,11,2542,10168,3.5906923682140053,4,9.470150435274359,0.00925834459339337,0.10315639380530633,6.877133054187333
hinojosa,3550,4,0,NNP,0,hinojosa,hinojosa/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2543,10172,3.589280377506882,4,9.470150435274359,0.015986454852714185,0.0570726273005455,12.547949326738527
define,2039,4,0,VB,0,defin,define/VB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2544,10176,3.587869496855346,3,9.885187934553203,0.011498328180465344,0.19036537641596504,7.413890950914901
uses,7752,4,0,VBZ,0,use,uses/VBZ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2545,10180,3.5864597249508843,4,9.470150435274359,0.011316661101675049,0.12520491957835556,6.681717251554686
belonging,870,4,0,VBG,0,belong,belonging/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2546,10184,3.585051060487039,4,9.470150435274359,0.011891026220159117,0.45138002801062854,5.5099057077959905
beliefs,860,4,0,NN,0,belief,beliefs/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2547,10188,3.5836435021594037,4,9.470150435274359,0.006713054830248811,0.27063160747781395,9.627986275862266
legs,4283,4,0,NN,0,leg,legs/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2548,10192,3.5822370486656205,3,9.885187934553203,0.009496370857766043,0.07474337307961325,4.601032595554234
partial,5278,4,0,JJ,0,partial,partial/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2549,10196,3.580831698705375,4,9.470150435274359,0.009346180029810615,0.3174294342658473,11.679852203505042
hey,3527,4,0,NN,0,hey,hey/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,3,2550,10200,3.5794274509803925,4,9.470150435274359,0.01398610102146296,0.28132164712539076,6.884070893334053
deliver,2068,4,0,VB,0,deliv,deliver/VB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2551,10204,3.5780243041944337,4,9.470150435274359,0.010453676017585792,0.2181128822198834,5.64826829532435
triumph,7558,4,0,NN,0,triumph,triumph/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2552,10208,3.576622257053292,4,9.470150435274359,0.011815057665823917,0.25049731489455607,3.612687017900959
reference,6043,4,0,NN,0,refer,reference/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2553,10212,3.575221308264787,4,9.470150435274359,0.006700207865552072,0.08876575029634884,5.496069449043155
bed,836,4,0,NN,0,bed,bed/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,3,2554,10216,3.573821456538763,4,9.470150435274359,0.011891026220159117,0.1415264256485341,8.45549146006639
breath,1023,4,0,NN,0,breath,breath/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2555,10220,3.5724227005870843,3,9.885187934553203,0.012631119696322891,0.2700205546558708,2.2021753513325915
hug,3634,4,0,NN,0,hug,hug/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,3,2556,10224,3.571025039123631,4,9.470150435274359,0.008634571142431754,0.20551958920072094,23.6753760881859
huge,3635,4,0,JJ,0,huge,huge/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2557,10228,3.5696284708642945,4,9.470150435274359,0.01142190357362717,0.21543710950810924,5.186034762174054
incorporate,3797,4,0,VB,0,incorpor,incorporate/VB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,11,2558,10232,3.5682329945269746,4,9.470150435274359,0.010037865359105079,0.08255471815159451,5.693364249778037
conquest,1668,4,0,NNP,0,conquest,conquest/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2559,10236,3.566838608831575,3,9.885187934553203,0.00847137730882144,0.04831212888509637,3.4248681429815644
consciousness,1677,4,0,NN,0,conscious,consciousness/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,13,2560,10240,3.5654453125000005,4,9.470150435274359,0.008641045460427564,0.12641387837945656,9.179400202612428
computer,1591,4,0,NN,0,comput,computer/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2561,10244,3.5640531042561503,4,9.470150435274359,0.009440196407539281,0.12261196255461809,6.193177744973073
imperialism,3735,4,0,NN,0,imperi,imperialism/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,11,2562,10248,3.5626619828259174,3,9.885187934553203,0.011242828660321997,0.2267415581808968,5.21718252101419
constant,1698,4,0,JJ,0,constant,constant/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2563,10252,3.5612719469371834,4,9.470150435274359,0.008354830525444473,0.24107890440531132,3.2218286176538182
constantly,1699,4,0,RB,0,constantli,constantly/RB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,10,2564,10256,3.5598829953198132,4,9.470150435274359,0.007095714334912061,0.27906101257871596,9.165752742711968
impact,3727,4,0,NN,0,impact,impact/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2565,10260,3.5584951267056533,4,9.470150435274359,0.006503018805878559,0.14661357123947005,2.998880971170214
carranza,1189,4,0,NNP,0,carranza,carranza/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2566,10264,3.557108339828527,4,9.470150435274359,0.016470346592884454,0.2094613797826423,4.792746005544299
constructed,1707,4,0,VBN,0,construct,constructed/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,11,2567,10268,3.555722633424231,4,9.470150435274359,0.00868709000269756,0.3815112484644446,6.779766788889598
tzeltales,7613,4,0,NNP,0,tzeltal,tzeltales/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2568,10272,3.55433800623053,4,9.470150435274359,0.007275831352356819,0.14024232381061666,13.487790013875602
increases,3804,4,0,NNS,0,increas,increases/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2569,10276,3.552954456987155,2,10.470150435274359,0.013668064315613095,0.8353034621984761,9.30680038691054
increasing,3805,4,0,VBG,0,increas,increasing/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,10,2570,10280,3.551571984435798,4,9.470150435274359,0.015324572659833804,0.11398666611502786,12.626867247032479
jobs,4077,4,0,NNS,0,job,jobs/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2571,10284,3.550190587320109,4,9.470150435274359,0.008598871362530914,0.2329987923356213,4.988739961439171
contempt,1724,4,0,NN,0,contempt,contempt/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2572,10288,3.5488102643856925,4,9.470150435274359,0.015498033957345161,0.3638192703730746,6.087953851247802
comply,1583,4,0,VB,0,compli,comply/VB,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2573,10292,3.5474310143801016,3,9.885187934553203,0.015498033957345161,0.12366129338765722,4.832758545781566
contraceptive,1740,4,0,NN,0,contracept,contraceptive/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,13,2574,10296,3.5460528360528363,3,9.885187934553203,0.010353682312552074,0.033188218795207725,5.286584023607207
chain,1277,4,0,NN,0,chain,chain/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2575,10300,3.5446757281553403,4,9.470150435274359,0.008552358750951089,0.29727626576798005,4.094581951483358
provisions,5814,4,0,NN,0,provis,provisions/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,10,2576,10304,3.5432996894409943,3,9.885187934553203,0.015933166669871806,0.15226242268359688,4.596189945638413
imposes,3755,4,0,NNS,0,impos,imposes/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2577,10308,3.541924718665115,4,9.470150435274359,0.008155226543256813,0.09244251734353587,4.345127846772941
planning,5469,4,0,VBG,0,plan,planning/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2578,10312,3.54055081458495,4,9.470150435274359,0.015933166669871806,0.23510683286772566,8.771163141242203
rock,6355,4,0,NN,0,rock,rock/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,4,2579,10316,3.5391779759596744,4,9.470150435274359,0.009817466603805306,0.23068143853008916,2.885146321334811
concepts,1604,4,0,NNS,0,concept,concepts/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2580,10320,3.5378062015503877,4,9.470150435274359,0.008480983263859421,0.0334176356758408,10.426731287322273
concern,1605,4,0,NN,0,concern,concern/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2581,10324,3.536435490120109,4,9.470150435274359,0.00887332742174828,0.2544321798959382,5.1518240381057385
tortillas,7435,4,0,NN,0,tortilla,tortillas/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2582,10328,3.5350658404337727,4,9.470150435274359,0.011758069825392785,0.372554538587349,10.987802748619607
included,3790,4,0,VBN,0,includ,included/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2583,10332,3.533697251258227,4,9.470150435274359,0.009387612931043772,0.11628393530825072,6.2842538882815004
tools,7429,4,0,NNS,0,tool,tools/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,5,2584,10336,3.5323297213622293,3,9.885187934553203,0.018161474704905502,0.30119377989498086,4.262322969629929
nations,4881,4,0,JJ,0,nation,nations/JJ,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2585,10340,3.530963249516441,3,9.885187934553203,0.0071905025808552195,0.13547727764816428,2.35789547702979
centuries,1256,4,0,NNS,0,centuri,centuries/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2586,10344,3.5295978344934267,4,9.470150435274359,0.01209712121585689,0.2587050938495767,14.783957068400529
tonita,7425,4,0,NNP,0,tonita,tonita/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2587,10348,3.5282334750676463,2,10.470150435274359,0.010353682312552074,0.11809833701151841,7.852612826455769
truths,7582,4,0,NNS,0,truth,truths/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2588,10352,3.526870170015456,3,9.885187934553203,0.018161474704905502,0.3530976794235924,7.429275369036023
impulse,3777,4,0,NN,0,impuls,impulse/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2589,10356,3.525507918115103,4,9.470150435274359,0.008236653234686774,0.08835167586564738,5.862474078979364
conduct,1629,4,0,NN,0,conduct,conduct/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2590,10360,3.5241467181467185,4,9.470150435274359,0.014243553907938473,0.2080309828879473,9.785822116450172
turning,7592,4,0,VBG,0,turn,turning/VBG,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2591,10364,3.52278656889232,3,9.885187934553203,0.010064675353440487,0.12557271692603988,8.331801259123413
confidence,1640,4,0,NN,0,confid,confidence/NN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,10,2592,10368,3.5214274691358027,4,9.470150435274359,0.008527010193184716,0.2351276817591532,4.524627430186638
rockets,6357,4,0,NNS,0,rocket,rockets/NNS,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,7,2593,10372,3.5200694176629392,4,9.470150435274359,0.010943970732888938,0.16770069427926124,12.977613559450049
caught,1227,4,0,VBN,0,caught,caught/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,6,2594,10376,3.5187124132613725,4,9.470150435274359,0.012040333060754173,0.23658767909869544,5.050746898812991
tojolobal,7414,4,0,NNP,0,tojolob,tojolobal/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,9,2595,10380,3.517356454720617,4,9.470150435274359,0.009164632255283054,0.1272491365263546,6.541676628287966
catholic,1221,4,0,NNP,0,cathol,catholic/NNP,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2596,10384,3.5160015408320495,3,9.885187934553203,0.010958835095579388,0.10025604301536113,6.68426993669788
provided,5806,4,0,VBN,0,provid,provided/VBN,3.0437694040299505e-05,32854.0,15.00378141003163,0.0004566805080060763,8,2597,10388,3.5146476703889107,4,9.470150435274359,0.009333440007371085,0.1563840506336234,10.5750013193897
