text_id,section_num,para_num,para_str
11,2,7,"""If the constancy and activity of the defenders of Cuautla had morality, and were led by a just cause, they would deserve a distinguished place in our history some day. Stretched by our troops and afflicted by necessity, they express happiness in all of the events. They bury their cadavers with peals of celebration in their glorious death, and they celebrate with clamor, dances, and drunkenness the return from their frequent trips, whatever the particular success happens to be, imposing pain or death on anyone who speaks of disgraces or surrender..."" (recited in the book Siglo de Caudillos: Biografía política de Me'xico (1810 - 1910) [A Century of Caudillos: A Political Biography of Mexico (1810 -  1910)]. Tusquets Editorial. February, 1994.) The author is suspected of being ""an apologist for violence,"" Enrique Krauze, who I read with the same, and sane, critical spirit with which he sees us)."
11,2,8,"In sum, we confirm that this is ""the last Central American guerrilla group,"" and we celebrate 100 days of military encirclement and 112 days of war with a great dance to which, of course, you are not invited (rigorous - evening - gown - ski - mask -  etiquette - we - reserve - the - right - to - limit -  admission). There will be no dinner, and not because we are surrounded, but because we are on diets. The Zapatista orchestra has plenty of guitars with no strings, tambourines, harmonicas and one or two violins. Its repertoire is one of ""delicious foreignism,"" and includes the Marcha de Zacatecas and the one that goes:"
11,2,9,"""For a bit, two reales for a sergeant, a tostón; for my general Morelos I give all of my heart."""
11,2,10,"That is all. I promise to send the chronicle for the ""Social"" section. All right."
11,2,11,"Health and history, remember it points towards the future."
11,2,12,From the mountains of the Mexican Southeast Insurgent Subcommander Marcos
11,3,0,To the Workers of the Republic
11,3,1,"[La Jornada, 5/2] May 1, 1994"
11,3,2,To the people of Mexico: To the people and governments of the world: To the national and international press:
11,3,3,Brothers and Sisters:
11,3,4,The Clandestine Revolutionary Indigenous Committee - General Command of the Zapatista National Liberation Army directs itself to you to declare the following:
11,3,5,"Today, May 1, 1994, we celebrate one more day for the workers. All over the world, rural and urban workers celebrate their rebellion against exploitation and reaffirm their aspirations for a more just world. In Mexico this is a day of struggle. Ever since the evil government, which now oppresses us from the Zócalo in Mexico City, usurped the just demands of the Flores Magón brothers, a chain now strangles the best of the Mexican workers. False and corrupt leaders, some for more than nine decades, traffic in the pain of the Mexican workers. They are the sustenance of the supreme government that now offers our history and our soil for foreign money. The struggle of the workers for organizational independence has revealed the triple alliance between the evil government, the corrupt leaders, and the powerful men of money."
11,3,6,"Businesses of evil wealth have a new etiquette. Another mask hides our pain from our own eyes. A new name has been given to injustice, to slavery, to the usurpation: neoliberalism."
11,3,7,"The workers that build this country bleed from three wounds. The powerful bleed them with unjust salaries, humiliations, and threats. The heads of the great central government unions bleed the workers with extortions, beatings, and death. Those who sell the country bleed the workers with the dispatches of usurpation, writing the laws that their treason dictates."
11,3,8,The workers die three times in the factory for the history of the country. They die of poverty because they are not paid fairly according to their work. They die of humiliation because their words of rebellion are silenced by the treachery of those who claim to represent them. They die of slavery because the evil government ignores their will and their efforts.
11,3,9,"The Mexican workers struggle three times on land and on asphalt. They struggle for justice so that there can be bread and truth in their houses and on their tables. They struggle also to speak and walk freely and to not bequeath shame to their children. They struggle for democracy because it is their power to transform matter, and also their power to govern and to govern themselves."
11,3,10,"The future has three lives that we all desire for the whole country. The life of their own strength in their brothers and sisters in recognized labor. The life of the workers and campesinos, hand in hand. The life of their embrace that includes all of the people, so they can march together again with a new, good direction."
11,3,11,"Faceless, the worker lives and dies three times. Without a clean face because of the hunger that dirties it. Without a free face because of the treachery that kills it. Without a true face because of a will usurped."
11,3,12,"They die three times, they struggle three times, they live three times. Faceless, they walk three times, those who make the riches of the country into something located, something measured, something changed."
11,3,13,Brothers and sisters:
11,3,14,"From another history, the same and different, another faceless being looks with hope on this day. From the mountains of the last corner of Mexico, faceless hope, tender voice and fire walking alone greet the workers."
11,3,15,Three times the false masks which rob us today must fall.
11,3,16,Injustice at work and in pay must fall. The treachery that leaves us speechless must fall. The government that usurps our will must fall.
11,3,17,Justice! Freedom! Democracy! These are the three keys to the three chains. Justice in the right to a dignified job and to be well paid. Freedom in the right to organize ourselves with independence from the powerful and their spokespeople. Democracy in the right to demand that the government obey us in its mandate.
11,3,18,"This is what we, the smallest of these lands ask for. We want this: three rights, three struggles, three suns. A tomorrow of a new Mexico."
11,3,19,Mexican workers of the city and the country:
11,3,20,"Let your voice run together with ours. Let your shout sound strong and hard on this soil. Accept this hand that your smallest brothers and sisters offer you. Three forces should unite their paths: the force of the workers, the force of the campesinos, the popular force. With these three forces there will be nothing to detain us."
11,3,21,Our blood is already losing itself in history. Let the brothers and sisters of the machine not let their brothers and sisters of the country die in vain. Let all of the people unite. Let the curse that divides not come again to our skies.
11,3,22,"Receive our voice, which, although far away, says: ""Greetings, workers of the sea and of the land! The Zapatistas follow you in their struggles! With you there will be a country and future for all some day! Without you, night will continue to rule these lands!"""
11,3,23,Freedom! Justice! Democracy!
11,3,24,"Respectfully,"
11,3,25,"Clandestine Revolutionary Indigenous Committee -  General Command of the Zapatista National Liberation Army General Barracks, Mountains of the Mexican Southeast, Chiapas, Mexico May 1, 1994"
11,4,0,Interview with the Clandestine Revolutionary Indigenous Committee
11,4,1,"[Transcribed from the original tape] May 11, 1994"
11,4,2,"Interviewers: Eugenio Aguilera (Nightcrawlers Anarchist Black Cross), Ana Laura Hernández (Amor y Rabia/Mexico), Gustavo Rodríguez (Amor y Rabia/Mexico), Pablo Salazar Devereaux (Haitian Information Bureau)"
11,4,3,Q: You are members of the regional committee of the General Command?
11,4,4,CC: The Clandestine Revolutionary Indigenous Committee. Yes.
11,4,5,Q: The Tzetzal Committee?
11,4,6,CC: Tzetzal? Yes.
11,4,7,Q: What is your name? Or what name do you want to give?
11,4,8,CC: Manuel
11,4,9,"Q: Manuel, what is your role in the Committee?"
11,4,10,M: What do we do in the Committee?
11,4,11,"Q: No, but, do you also have a military rank, are you a commander, or is it simply civilian work that is carried out by the Committee?"
11,4,12,"M: Yes, civilian work. The political and economic work."
11,4,13,"Q: What are you specifically responsible for, as part of the Clandestine Committee?"
11,4,14,"M: Well, seeing what goes on in the region. If there are any problems within the towns, the communities."
11,4,15,Q: What type of problems?
11,4,16,M: Whatever type of problem that may arise. Then we go around as the Clandestine Revolutionary Indigenous Committee to resolve these problems.
11,4,17,Q: Are you also responsible for finances?
11,4,18,"M: Yes, to raise funds in the community, as well as throughout the zone."
11,4,19,Q: How does that function? Do you charge taxes to the civilian population? How does the raising of funds take place?
11,4,20,"M: Well, in the civilian population, no. Only, also from some farmers. What's being done now is that there are some farmers, or ranchers, actually, who come to talk to us, who want, for example, to take some livestock. So we'll say: Yes, you can, if you leave some money. No, no it's not like a tax so much as a collaboration with the EZLN."
11,4,21,"Q: And the farmers collaborate, or are there farmers who are against the EZLN, who are in favor of the government and things like that?"
11,4,22,"M: Up until now, no. They have always been...supporting as well."
11,4,23,Q: They're not large landowners?
11,4,24,M: No they're not large landowners. They are small.
11,4,25,"Q: And many of them are Tzetzales, Tzotziles..."
11,4,26,M: They also speak Tzetzal.
11,4,27,Q: How long have you been in the EZLN?
11,4,28,M: Ten years.
11,4,29,Q: Have you always been in the Clandestine Revolutionary Indigenous Committee or did you first enter into the militias?
11,4,30,"M: Yes, first we entered into the militias."
11,4,31,Q: Were you an insurgent?
11,4,32,M: Me? No.
11,4,33,Q: You were never in the...
11,4,34,M: No. I'm in the militia.
11,4,35,Q: You always worked in the communities?
11,4,36,"M: Yes, we've always done work here with these towns where you have to look at whatever problems occur."
11,4,37,"Q: You are from here? You are from this ejido, this zone?"
11,4,38,M: No. I'm from another town.
11,4,39,G: Far from here?
11,4,40,"M: Yes, about five hours from here to there."
11,4,41,"Q: I also wanted to ask you, the work that the Clandestine Committees do in the regions, is there also, for example, security of the ejidos, where there are problems like in the case of alcoholism, people that drink, that don't respect the laws of the EZLN regarding alcohol, or when you find that a man is beating his wife or their kids? Do you have to act in these cases, do you have to intervene?"
11,4,42,"M: Yes, that yes, here inside the EZLN we don't permit that compan~eros go around getting drunk, and even if they're not members of the EZLN. We don't permit alcoholism. Yes, that is prohibited throughout the zone."
11,4,43,Q: And as I was saying in the case of a campesino who hits his wife? What do you in this case? If there were such a case?
11,4,44,"M: Yes, depending, we go out as a Committee to see about these problems among the people. Then the people decide what kind of problem it is, and the nature of the problem. And if the people say so, we'll punish. Then the people are the ones to decide. It's not just up to the Committee. We talk as a Committee. As a Committee we go to see that this is OK. If they can be punished in this way. There it remains."
11,4,45,Q: What means do you use? Do you fine people?
11,4,46,"M: Yes, a fine. What's being done now is that if a compan~ero has a drink we fine him 10,000 pesos. Or give him a job to do. Cutting wood or other things. That's what's been done in the past."
11,4,47,"Q: We interviewed Major Benito, as well as asking others in charge. They told us that in the Army there didn't exist laws against homosexuality but that it was the Committees, due to tradition, that don't permit for there to be homosexuals. How do you understand... As a Committee, why don't you permit it? And if there are lesbians or gays, what methods do you take...how do you...do you punish them? Can they be gay freely? Are they expelled from the community for that? How do you manage this? [Another member of the CCRI answers the question: Joaquín]"
11,4,48,"J: Well, if there's a compan~ero who, as you've asked about alcoholism, also if someone gets drunk or begins to fight with his woman. Well, we...are going to call to attention [to the fact] that a compan~ero is doing this. To make it clear...or to make them understand that it can't be this way. Because it shouldn't be that you will do whatever you want. Even if it's not their wife but another compa. We have to make it so that they have to obey, have to carry out an order that we give."
11,4,49,"We are going to criticize...conduct a self -  criticism. This is what we are doing. Some, who have a very grave problem, where you have to punish -  - well, the punishment is not very severe. Nothing more than so that the people will see. Since we are the Zapatisa Army we have to demonstrate our heart in the struggle, not fuck with compan~eros. It's to call to attention -  - to tell someone how a certain job can get done, that people shouldn't be getting drunk, better, there's time.... We are trying to carry out collective work. That is what we are explaining to the compan~eros. That they shouldn't be getting drunk..."
11,4,50,Q: Your name is...?
11,4,51,J: Joaquín
11,4,52,Q: How long have you been [in the CCRI]?
11,4,53,J: It's been about 10 years now.
11,4,54,"Q: Well, the question I was asking, when you responded about alcoholism and about how people are punished when someone mistreats their woman or their children. But I had asked the compan~ero Manuel... I don't know if you understand the question...homosexuals.... They were telling us that the Army doesn't have any law against that. They respect it, but that the ones who, in fact, don't permit it are the Committees. It is because of the Indigenous tradition. In the communities there is no tradition of homosexuals; that is of men who like men, who go with men and not with women. Or women who go with women and not with men. Therefore since you are members of the Committee, I want to ask you: In this case, if this exists, is there punishment? How do you proceed? Is it prohibited?"
11,4,55,[They talk to each other in their native language.]
11,4,56,"J: Well, what you are asking about, well, the law...like ourselves who work throughout the zone...this can be decided in the communities...if they have their plan, they have their...an agreement, in each town. A compan~era who wants to get married... has to decide to do so...and if she doesn't want to we are not going to oblige her if she...."
11,4,57,"Q: Yes but, the case that I was talking about was, if there is a compan~era who is a lesbian or a compan~ero who is gay -  - who doesn't like women but likes men or a woman who doesn't like men but likes women ...the Army explained to us that they, for example, don't have any law against this. But, that the Committees, depending on the region, have laws, or actually agreements, that don't permit it. So, the case that I'm speaking of, for example, if a man likes other men, if he goes with another man, if he has sexual relations with another man, has sex with another man. Or a woman that doesn't like men, but likes other women and has a relationship with a woman. Is this punished? Are they expelled from the community? How do you proceed in this sense?"
11,4,58,[More discussion in their native language.]
11,4,59,Q: Do you not understand what I'm saying?
11,4,60,"M: Yes...this... We are not really familiar with that. Because here in the region, throughout the zone, this almost does not exist. Therefore we don't really know about this."
11,4,61,Q: It almost doesn't exist?
11,4,62,"M: Better said, it doesn't exist. Maybe in other places, but, around here we're not familiar with it."
11,4,63,Q: Then you don't know what you would do...
11,4,64,"M: No, nothing more than as the compan~ero said, what happens to these people is that... We see it depends on the man or woman. If a woman wants a man, that is on her part, if the man also wants it...."
11,4,65,"Q: Since it doesn't exist here...no law exists against it, because it hasn't happened?"
11,4,66,"M: No, it doesn't exist because it hasn't happened."
11,4,67,"Q: The work that Joaquín does, I imagine that it is similiar to yours. To try to raise and collect funds, to try and economically help the EZLN in their regions?"
11,4,68,"M: Yes, yes."
11,4,69,Q: Do you also dedicate yourselves to recruitment in the regions where you work?
11,4,70,"J&M: Yes, we also do that."
11,4,71,Q: You recruit compan~eros and compan~eras in the towns?
11,4,72,"M: Yes, it's up to the towns. If they want to join our struggle. They have to report that they want to visit our community. If we go to visit it's because a compan~ero wants us to talk with the people. We are going to meet with all the people -  - to call out all of the people to explain what the struggle is about. Because there are compan~eros in other communities who don't even know how the struggle began, and now the struggle has been clarified. Or they are seeking out the Committees because they want to speak to them. If he comes, we are going to reach an agreement with all the compan~eros of the Committees. Not only is one Committee in charge, but there has to be an agreement between all the compan~eros of the various Committees. And all the compan~eros of the Committee say you have to go to that town because we need you to fulfill your responsibilities, to get to know those compan~eros, to discuss and see how the struggle is going there. That is the work that we do."
11,4,73,"Q: For example, in towns that are not like these villages and towns here in the liberated territories -  - towns like Ochuc? For example...where there are a lot of people who don't understand the struggle...who are on the side of the Federal Army. Are there compan~eros there as well who do work as Clandestine Committees?"
11,4,74,M: Yes.
11,4,75,Q: The only thing being that they have to be careful...
11,4,76,"M: Yes, they have to be more careful because it's not very close to here. In various places there are compan~eros from the Clandestine Committees. Then there are various areas where the Committees can't reach because you can't reach there, you can't do it."
11,4,77,"Q: In San Cristóbal, for example, do you have Committees?"
11,4,78,M: Yes.
11,4,79,"Q: Because there are zones, especially colonies like Hormiga, that are almost a majority Tzotzil, Tzeltal. Do you work within these communitites in San Cristóbal?"
11,4,80,"M: Possibly yes, I don't know in which places... But yes, it exists. The same in Ocosingo, everywhere."
11,4,81,Q: Are you working in other states outside of Chiapas as Committees?
11,4,82,M&J: [They speak to each other in their native tongue.] We can't speak about that...for security reasons.
11,4,83,Q: OK. Thank you; that's all that I have... I don't know if the other compas have questions?
11,4,84,"Q: To follow up on the other interviews we did with the compan~eras and compan~eros, they all told us about the equality that women have within the Zapatista Army. But, we also discussed with them the fact that in the communities this equality hasn't been completely arrived at yet. I imagine that you want this equality to extend to the civilian population."
11,4,85,M: Uh - huh.
11,4,86,"Q: What are the methods that you use so that the compan~eros accept this equality for the compan~eras, the same that exists within the EZLN? Has it been difficult, does it take a lot of work?"
11,4,87,"M: Well, yes. Right now it's been more work, it has required more work. There are compan~eros in the towns who need to have things explained more about our struggle so that they will understand, so that they will begin to understand that there needs to be equality. So as a committee we struggle more so that they will understand more about the organization."
11,4,88,Q: What is the position of the Clandestine Committees regarding abortion?
11,4,89,M: I don't understand too well.
11,4,90,"Q: Is it prohibited by the CCRI that in the towns, is abortion permited...abortion being when a compan~era in the town is pregnant but doesn't want to have more children, but she wasn't taking care of herself [on the pill] and she became pregnant. If she wants to end her pregnancy, if she doesn't want to continue her pregnancy...is it permited or is it the same as in federal territory, outside of Chiapas where abortion is not permitted?"
11,4,91,"M: Yes, that depends on the conscience of the compan~era or the compan~ero. If they come to an agreement and they want to cancel that, have an abortion, that's that. In those times it depends on the compa.."
11,4,92,"Q: But, it's a personal decision, you don't get involved in that?"
11,4,93,"M: No, not us. There are no laws against it. No, we are not going to give an order, we are explaining, educating... If someone wants to plan...but it's a question of whether they want to, it's up to them."
11,4,94,Q: You have to respect the decision of the woman.
11,4,95,"M: There it is. Yes, in this case, now, the compan~eros and compan~eras are understanding the situation here with us -  - we were very fucked. So now it's being limited, pregnacies among the woman in each town. There has been a little advance regarding this. Some women have five or six children and now as we've explained, it depends on the father, whether or not he can sustain so many -  - well then, no more. But we also don't require it either."
11,4,96,Q: The Revolutionary Women's Law says the woman has the right to choose.
11,4,97,"M: Right. She has to say, she has to choose."
11,4,98,"Q: Thank you compan~eros, it was very interesting."
11,5,0,Interview with Subcommander Marcos [Transcribed from the original tape]
11,5,1,"Wednesday, May 11, 1994 Somewhere in the Lacandona Jungle"
11,5,2,"Interviewers: Eugenio Aguilera (Nightcrawlers Anarchist Black Cross), Ana Laura Hernández (Amor y Rabia/Mexico), Gustavo Rodríguez (Amor y Rabia/Mexico), Pablo Salazar Devereaux (Haitian Information Bureau)"
11,5,3,"Q: Much has been written and said about the Zapatistas, but little is concretely known about your ideology. There are many who are trying to claim your struggle as their own. The Maoists say that you are Maoists, the Trotskyists say that you are Trotskyists, and the list goes on..."
11,5,4,M: The anarchists say that we are anarchists...
11,5,5,"Q: No, we have never been able to say for sure [laughter]. We need proof. However, you have insisted that you are Zapatistas. Even now we remember the words of an EZLN Major who affirmed: ""We are not Marxists, nor are we guerrillas. We are Zapatistas and we are an army."" Anti -  authoritarianism is felt in each of your words and actions, in the manner in which you are organized, in the structure of the Clandestine Committees, in the collective participation [within the EZLN]. In Mexico, the only precedents for your actions and attitudes go back precisely to those whose names you constantly evoke: Zapata and Magón. Has Magonismo permeated your ideology?"
11,5,6,M: This is a question?
11,5,7,"Q:  [laughter]. No, a presentation."
11,5,8,M: I thought it was a speech.
11,5,9,"Q: No, no, a presentation."
11,5,10,"M: Well then, I'm going to explain. The EZLN was born having as points of reference the political -  military organizations of the guerrilla movements in Latin America during the '60s and '70s: That is to say, political - military structures with the central aim of overthrowing a regime and the taking of power by the people in general."
11,5,11,"When the first group of the EZLN arrived here, in the jungles of Chiapas, it was a very small group with this political - military structure that I am talking about. It began to adapt itself to the surroundings, to try to survive -  - that is to say, to permeate the territory, to make it survivable. But, above all, it began to forge in the combatant, in that initial group of combatants, the physical and ideological strength needed for the guerrilla process. I mean by this that the mountains served as a school for cadres, inflexible and constant, day and night. But things were taking shape. In this period there were no cameras, there were no recorders, there was no press, nor were there military actions. The only thing that lets you stay in the mountains and endure is hope, because there isn't any payment. I'm not referring to monetary payment, of course there never was any of that, but to some moral reward, to something that would serve as some sort of assurance that it is all worth it."
11,5,12,"Ten years ago, we were clinging to the hope that everything that we were learning, with much suffering and many problems, was going to have results someday. In that period, there was a double learning process: the learning process of the mestizos (the inhabitants of this area call everyone who lives in the city ""mestizo"") and the process of the Indigenous peoples. The process of the Indigenous people includes learning the very basics -  - to speak Spanish, the history of Mexico, reading and writing, basic notions of mathematics, geography, biology, chemistry -  - in all, everything that we mestizos have as our basic culture. And we, for our part, had to learn and understand not only the world view of the Indigenous peoples of this zone, but also learn a series of physical aptitudes that are not innate to the Indigenous peoples, but that they learn when they are small: to handle a machete, to carry large loads over long distances, to reduce their food intake to the minimum required -  - in this case corn and sugar."
11,5,13,"In this interplay, this exchange, this give and take, we both went to the mountains changed. What I mean is that, for the Indigenous people, the mountains are something sacred, something special, something magical, and ultimately something terrible. No, the Indigenous peoples do not go to the mountains. In fact, when we entered the mountains, many of them feared that something would happen to them before they could accomplish anything. The mountains are the place of the dead, of the gods, of good gods and bad gods, and because of this there was nobody who had experienced, not even on their part, life in the mountains. The Indigenous people were only used to living in their villages, to going hunting, to searching for land where they could plant. We should talk about this ""romantic vision,"" if you understand me, of guerrilla war, with its references to grandiose military actions: the taking of power and triumph, all of those things that could be references to the triumphant guerrilla wars of that era, the Cuban and Nicaraguan revolutions."
11,5,14,"This environment brings you back to reality and makes you understand that all revolutions have a cost and only those who are willing to pay it can carry out the revolution. To begin with, at that time you had to be crazy or stupid to try to carry it out. I think that we were both stupid and crazy. There was nothing that would tell us that we were fine and that the venture was going to have a future or that it had a chance. There was the fact that we had tried to bring about change -  - not necessarily revolutionary change -  - by other methods and in different places. But all of our struggles, our struggles in the university, campesino struggles, workers' struggles, collided with the State, with Power. It is better to speak about Power, because there are places in which the action of the State is not perfectly definable as such, and it makes more sense to speak of Power -  - in this case, the Power of a dominant class that spreads to other areas -  -  culture for example. Then you arrive at the conclusion, intuitively or scientifically, that another road is necessary, the road of armed struggle."
11,5,15,"We then confronted the common belief that an armed revolution was possible in any country other than Mexico. That is to say, Mexico was considered the country of solidarity, but never the country of the revolution. When we proposed a revolution, we were considered heretics among the left. The left said that revolution wasn't Mexico's role, that we were too close to the United States, that the regime in Mexico resembled the European model, and that because of this a ""revolutionary"" change was only possible by electoral methods, by peaceful methods, or, in the most radical scenario, by insurrectional methods. This means that the unarmed masses, with broad mobilizations, would disrupt the economy and create a crisis in the State apparatus, which would then fall and a new government would take power. When we proposed a guerrilla war, an armed struggle, we broke with this tradition, a tradition that was very strong during that time. With what was happening in Nicaragua and what was beginning to happen in El Salvador, well... Similar things had always been happening there, but they were becoming more intense. The struggle in Guatemala was rejuvenating itself a second time, a third, a fourth. I don't know. Eventually someone said, ""And why not here in Mexico?"" Immediately, there was a sense of caution, of prudence, as if to say, ""Not here; here our role is to help those peoples that are liberating themselves and only later, eventually, Mexico might aspire to revolution."" The fact that we broke with this idea implies that we also broke with other theoretical schema."
11,5,16,"We were always confronted with the mountains. Let's say we survived that first stage, that this first stage was, in effect, about two things: surviving and beginning our political work. In this initial political work, a connection began to take place between the proposals of the guerrilla group, the initial group of the EZLN, and the communities. This means that there are different expectations of the movement. On one hand, there were those who hoped that armed action would bring about a revolution and a change of power, in this case the fall of the governing party and the ascension of another party, but that in the end it would be the people who took power. On the other hand, there were the more immediate expectations of the Indigenous people here. For them, the necessity of armed struggle was more as a form of defense against groups of very violent, aggressive, and powerful ranchers. In addition, there was an approaching storm -  - no, let's not say approaching storm -  - as if there was a wall, a wall that was the same mountain that separated the jungle from the city and that separated the Indigenous peoples from political power."
11,5,17,"It was this wall that permitted the EZLN to grow so scandalously without anyone realizing to what point it had grown. The Indigenous peoples realized the necessity of learning to defend themselves. They had weapons, but they used them only for hunting or to protect their homes from animals or thieves. Then, we found each other and we began to speak in two different languages, but in this common point of necessity of armed struggle a relationship began to develop. They needed military instruction, and we needed the support of a social base. And we thus tried to convince them of the necessity of a broader political project. That didn't occur until elements of the community entered the Army. In that moment the difference between combatant force and civilian force began to disappear, until it reached the point you see now, when whole communities are Zapatistas, when there is no line that separates the civilians from the Zapatistas."
11,5,18,"Then, when this began to occur, there began a confrontation, a relationship of convenience, between two ways of making decisions. On one hand, there was the initial proposal of the EZLN: a completely undemocratic and authoritarian proposal, as undemocratic and authoritarian as an army can be, since an army is the most authoritarian thing in this world, and also the most absurd in that one single person can decide the life and death of his subordinates. On the other hand there was the Indigenous tradition that before the Conquest was a way of life, and that after the Conquest became their only way of surviving. In other words, the communities, isolated, cornered, saw themselves as obligated to defend themselves collectively, to live collectively, to govern themselves collectively."
11,5,19,"Since the internal life of the communities was totally separated from national and local political forces, the important thing was the work done by the communities, and because of this, a collective government came about. No, it was always there: a way of making decisions in common about problems that affect the entire community. These decisions included decisions about work that had to be done in common, judicial problems at an internal level -  - because it isn't possible to appeal to the judicial power of the State. What I mean to say is that the isolation of the Indigenous communities provoked the development of another type of ""state,"" a state to deal with the survival of the collective, of a democratic collective with these two characteristics: The leadership is collective and it is removable."
11,5,20,"In any moment, if you hold a position in the community (first, the community has to have appointed you, independent of your political affiliation), the community can remove you. There isn't a fixed term that you have to complete. The moment that the community begins to see that you are failing in your duties, that you are having problems, they sit you down in front of the community and they begin to tell you what you have done wrong. You defend yourself and, finally, the community, the collective, the majority decides what they are going to do with you. Eventually, you will have to leave your position and another will take up your responsibilities."
11,5,21,"So, on one hand, there is this form of organization. I'm going to make a reference so that you understand better -  - student assemblies. Student assemblies are better as forms of protest or for analyzing problems. In the case of the Indigenous communities, it is a way of life. On the other hand, we have the authoritarian form of the Army, of a political - military organization, but a military organization above all. One began to see a confrontation between these modes of decision - making until people from the communities began to join the EZLN and the Indigenous form of decision - making began to take precedence."
11,5,22,"I want you to understand me; we didn't arrive and say, ""It is necessary that the collective and democracy guide us."" That isn't true, of course. This wasn't our conception. Our conception was vertical: ""What is necessary is a group of strong men and women, with ideological and physical strength, with the resistance to carry out this task."" Our conception was that we were few but of high quality. Well, I'm not saying that we were of that high quality, but we sure were few."
11,5,23,"Finally, I can't say exactly when -  - it's not something that's planned -  - the moment arrived in which the EZLN had to consult the communities in order to make a decision. At first, we only asked if what we were doing was going to cause problems for the compan~eros. And later, when we left the jungle and entered the mountains, we also entered the assemblies and discussions of the communities. A moment arrives in which you can't do anything without the approval of the people with whom you work. It was something understood by both parties: They understood that we wouldn't do anything without consulting them, and we understood that if we did anything without consulting them, we would lose them. And this flow, this increase of men and women who left the communities in order to enter the mountains, made us realize that we couldn't draw a solid line between combatant forces and civilian forces. Even geographically this line had broken down. There were military units that didn't live in the mountains but that instead lived in the communities and participated in communal labors. They gave military instruction, but they also participated in the work of the communities. When we reflect on this now it isn't a question of ""us"" and ""them"" -  - now ""we"" are the entire community. It was necessary to organize, to establish this collective authority alongside the absurdity of a vertical, authoritarian structure. Then it was possible to divide the process of making decisions. I mean by this that strategic decisions, important decisions, have to be made democratically, from below, not from above. If there is going to be an action or series of actions that are going to implicate the entire organization, the authority has to come from below. In this sense, even the Clandestine Revolutionary Indigenous Committee isn't able to make every decision. You could say that the EZLN is different because in most political - military organizations there is only one commander, and in the EZLN the Clandestine Committees are composed of 80 people, 100 people, 120 people or however many. But this is not the difference. The difference is that even the Clandestine Committees cannot make certain decisions, the most important decisions. They are limited to such a degree that the Clandestine Committees cannot decide which path the organization is going to follow until every compan~ero is consulted. In the EZLN a decision cannot be made until everyone is consulted, even if it appears that the majority of the compan~eros have already decided for one of the options. Only after consulting everyone can the Committee say, ""We have asked everyone, and this is the result."" The Committee cannot say, ""We consulted the majority and..."" This could cost you your life. You can't play games here."
11,5,24,"In this way, we were not a guerrilla group, but an army, an army with territory, with troops, with a general strategic plan. Our initial plan was a defensive plan, a plan in which the compan~eros could participate in one of three different ways: as part of the regular combat force that lives in the mountains, as part of the irregular combat force that lives and works in the communities, or as part of a reserve force composed of the elderly and children. These last also receive military training. At last, we arrived at the point where we were able to mobilize 5,000 people and concentrate them in a village as part of a military exercise."
11,5,25,"What was it that made this possible? A centralized command? No! Rather, it was that decisions of this kind were made by consensus or consultation. It is more than consultation; it is not a consultation to see what you think, but more to ask, ""What do you want to happen?"" The purpose of this is to give power to those who should have power."
11,5,26,"Then, in this interweaving, in this exchange between two different forms of decision - making, the most orthodox proposals of Marxism or Leninism, theoretical concepts or historical references -  - for example, that the vanguard of the revolution is the proletariat, that the taking of state power and the installation of the dictatorship of the proletariat is the aim of the revolution -  - were confronted by an ideological tradition that is, how can I say this, somewhat magical. It is magical in one sense, but very real in another. What I mean by this is that it is an ideological tradition born of war -  - in this case, the war of the Conquest that began, well, not exactly five hundred years ago, and that continued through different historical periods. It continues... It continues, and it grows. If we had been orthodox leftists, we would never have worked with Indigenous peoples. Now, today, I believe there are many theories in crisis. Who would have thought that it would be the Indigenous peoples who would provoke all of this? Not even in the Leninist conception of the weakest link was it thought that it might be the Indigenous people, right? I told you that there was a learning process at the beginning of our work here, albeit a forced one. It's not like we said, ""Well, we are going to learn and see what happens."" No! We were closed - minded, like any other orthodox leftist, like any other theoretician who believes that he knows the truth."
11,5,27,"Q: Even in ""pure"" Marxism there is discrimination against Indigenous people."
11,5,28,"M: Yes! Definitely. The events of this last January will bring changes at the theoretical level as well. We arrived here and we were confronted by this reality, the Indigenous reality, and it continues to control us. Ultimately the theoretical confronted the practical, and something happened -  - the result was the EZLN. Therefore our combatants are right when they say, ""We are not Marxist - Leninists, we are Zapatistas."" They are referring to this synthesis, this coming together, this compatibility that incorporates -  - I'm going to be very schematic -  - the historical traditions of struggle and resistance of Indigenous people and the necessity of a national revolution."
11,5,29,"Q: Excuse me for interrupting. This is exactly the meaning of the initial question: whether you believe that Magonismo has permeated the Zapatista movement. Let's look at the history of the Mexican revolution, in which Magón, who was also a descendent of Indigenous people, of Indigenous parents in Oaxaca, had a similar vision. He took into account the needs of the Indigenous peoples and didn't limit himself to saying, ""Those poor Indians!"" but also assumed the responsibility of analyzing how to create an army with Indigenous bases, an army with a collective participation in the command structures. This is the point of the first question: Do you believe that Magonismo has permeated the ideological formation of the EZLN?"
11,5,30,"M: Look, I have to be honest. When we talk about Magonismo, it also makes me think of the orthodox line, closed - minded and stupid. This is the truth. The Magón brothers are only talked about in the context of the labor movement, although we know that they developed many other important projects as well. But, ultimately, the unintentional result is that they are spoken of in this way. We referred to the Flores Magón brothers in order to highlight the need for the workers to participate in the revolution, and in order to highlight an important force that existed during the time previous to the outbreak and spread of the armed struggle in 1910 - 21."
